3.000000000000000000e+00,1.426893234252929688e+00,1.414037585258483887e+00,1.012517690658569114e+00,1.002624273300170898e+00,4.143761396408080500e-01,4.114115536212921143e-01
4.000000000000000000e+00,1.412547945976257102e+00,1.402170538902282715e+00,1.001879811286926270e+00,9.945012927055362217e-01,4.106871485710144043e-01,4.076747596263884943e-01
5.000000000000000000e+00,1.402917265892029031e+00,1.389438033103942649e+00,9.952603578567503773e-01,9.851549863815307617e-01,4.076526165008543812e-01,4.042904973030089777e-01
6.000000000000000000e+00,1.398290872573852317e+00,1.398764371871948242e+00,9.922565817832945667e-01,9.934159517288205787e-01,4.060400426387785755e-01,4.053452610969543457e-01
7.000000000000000000e+00,1.396466732025146706e+00,1.382694840431212935e+00,9.911483526229856178e-01,9.808776378631591797e-01,4.053188264369965155e-01,4.018245041370392401e-01
8.000000000000000000e+00,1.392899632453918457e+00,1.382564902305603027e+00,9.887620210647586338e-01,9.808427095413210228e-01,4.041526019573212225e-01,4.017240107059478760e-01
9.000000000000000000e+00,1.390587687492370383e+00,1.382542490959167480e+00,9.871829748153687634e-01,9.808984994888304554e-01,4.034053981304169256e-01,4.016424119472504772e-01
1.000000000000000000e+01,1.387880802154541016e+00,1.378275632858276367e+00,9.853622317314147949e-01,9.781739711761473499e-01,4.025211334228516180e-01,4.000998437404633123e-01
1.100000000000000000e+01,1.384124279022216797e+00,1.376461505889892578e+00,9.827846884727478027e-01,9.773037433624267578e-01,4.013387560844421387e-01,3.991527557373046875e-01
1.200000000000000000e+01,1.381933093070983887e+00,1.373709559440612793e+00,9.813066720962524414e-01,9.749166369438171387e-01,4.006247222423553467e-01,3.987977206707000732e-01
1.300000000000000000e+01,1.380696415901184082e+00,1.369883894920349121e+00,9.804644584655761719e-01,9.721516370773315430e-01,4.002394974231719971e-01,3.977401852607727051e-01
1.400000000000000000e+01,1.379301667213439941e+00,1.369247913360595703e+00,9.795843958854675293e-01,9.718393683433532715e-01,3.997128903865814209e-01,3.974021673202514648e-01
1.500000000000000000e+01,1.378033876419067383e+00,1.368975758552551270e+00,9.786838889122009277e-01,9.715142846107482910e-01,3.993387222290039062e-01,3.974635303020477295e-01
