5.000000000000000000e+00,1.402917265892029031e+00,1.389438033103942649e+00,9.952603578567503773e-01,9.851549863815307617e-01,4.076526165008543812e-01,4.042904973030089777e-01
6.000000000000000000e+00,1.398290872573852317e+00,1.398764371871948242e+00,9.922565817832943447e-01,9.934159517288203567e-01,4.060400426387785755e-01,4.053452610969543457e-01
7.000000000000000000e+00,1.396466732025146706e+00,1.382694840431212713e+00,9.911483526229856178e-01,9.808776378631591797e-01,4.053188264369965155e-01,4.018245041370392401e-01
8.000000000000000000e+00,1.392899632453918457e+00,1.382564902305603027e+00,9.887620210647586338e-01,9.808427095413210228e-01,4.041526019573212225e-01,4.017240107059478760e-01
9.000000000000000000e+00,1.390587687492370383e+00,1.382542490959167480e+00,9.871829748153687634e-01,9.808984994888304554e-01,4.034053981304169256e-01,4.016424119472504772e-01
1.000000000000000000e+01,1.387880802154541016e+00,1.378275632858276367e+00,9.853622317314147949e-01,9.781739711761472389e-01,4.025211334228516180e-01,4.000998437404633123e-01
1.100000000000000000e+01,1.384124279022217019e+00,1.376461505889892356e+00,9.827846884727478027e-01,9.773037433624267578e-01,4.013387560844420832e-01,3.991527557373046875e-01
1.200000000000000000e+01,1.381933093070984109e+00,1.373709559440612793e+00,9.813066720962522194e-01,9.749166369438170276e-01,4.006247222423553467e-01,3.987977206707000732e-01
1.300000000000000000e+01,1.380696415901184082e+00,1.369883894920349121e+00,9.804644584655759498e-01,9.721516370773316540e-01,4.002394974231719416e-01,3.977401852607728161e-01
1.400000000000000000e+01,1.379301667213439941e+00,1.369247913360595481e+00,9.795843958854674183e-01,9.718393683433533825e-01,3.997128903865814764e-01,3.974021673202514648e-01
1.500000000000000000e+01,1.378033876419067161e+00,1.368975758552551270e+00,9.786838889122010388e-01,9.715142846107481800e-01,3.993387222290039062e-01,3.974635303020476740e-01
1.600000000000000000e+01,1.351611018180847168e+00,1.349168896675109863e+00,9.593921303749082252e-01,9.573938250541688122e-01,3.922232687473296564e-01,3.917754590511321466e-01
1.700000000000000000e+01,1.348626375198364258e+00,1.347454428672790527e+00,9.571839570999144398e-01,9.560552835464476429e-01,3.914638459682464600e-01,3.914028406143188477e-01
1.800000000000000000e+01,1.347349882125854492e+00,1.346022725105285645e+00,9.562287926673885829e-01,9.550828933715820312e-01,3.911185264587401234e-01,3.909368216991424561e-01
1.900000000000000000e+01,1.346400022506713867e+00,1.345353364944458008e+00,9.555246233940124512e-01,9.545308947563172497e-01,3.908622860908507746e-01,3.908227384090424694e-01
2.000000000000000000e+01,1.345740318298339844e+00,1.345461726188659446e+00,9.550523757934568092e-01,9.545729756355284534e-01,3.906906843185424250e-01,3.908883631229401190e-01
2.100000000000000000e+01,1.289595723152160645e+00,1.287204861640930176e+00,9.545689225196838379e-01,9.536145925521850586e-01,3.350155353546142578e-01,3.335892558097839355e-01
2.200000000000000000e+01,1.287529468536376953e+00,1.286817908287048340e+00,9.541091322898864746e-01,9.535146355628967285e-01,3.334077298641204834e-01,3.333045244216918945e-01
2.300000000000000000e+01,1.286452651023864746e+00,1.285644769668579102e+00,9.537134170532226562e-01,9.532651305198669434e-01,3.327177762985229492e-01,3.323761522769927979e-01
2.400000000000000000e+01,1.285603761672973633e+00,1.285101652145385742e+00,9.533735513687133789e-01,9.525777101516723633e-01,3.322374224662780762e-01,3.325329124927520752e-01
2.500000000000000000e+01,1.285009741783142090e+00,1.283570766448974609e+00,9.531251788139343262e-01,9.520087242126464844e-01,3.318834900856018066e-01,3.315630555152893066e-01
